"acct_num","cif_id","acct_name","gam_solid","entry_user","vfd_user","gam_branch","gam_province","gam_cluster_id","gam_cluster","tran_branch","tran_cluster_id","tran_cluster","tran_province","date","year","quarter","month","year_quarter","year_month","month_startdate","month_enddate","quarter_startdate","quarter_enddate","year_startdate","year_enddate","tran_date","tran_type","part_tran_type","acid","gl_sub_head_code","entry_user_id","vfd_user_id","tran_solid","tran_amt","tran_count","eod_balance","merchant","service","product","tran_source","signed_tranamt","row_id"
"1000126731","26731","cust-26731",22,"user 95","user 6","branch 22","province 2",3,"cluster 3","branch 22",3,"cluster 3","province 2","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","26731","33 ",95,6,22,"6071720.00",136,"99581.00",NULL,NULL,NULL,NULL,"6071720.00",164035
"1000111733","11733","cust-11733",4,"user 75","user 74","branch 4","province 1",1,"cluster 1","branch 4",1,"cluster 1","province 1","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","DR","11733","13 ",75,74,4,"8078535.00",135,"73237.00",NULL,NULL,NULL,NULL,"-8078535.00",164037
"100018979","8979","cust-8979",27,"user 70","user 26","branch 27","province 2",3,"cluster 3","branch 27",3,"cluster 3","province 2","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","8979","21 ",70,26,27,"12373474.00",131,"70169.00",NULL,NULL,NULL,NULL,"12373474.00",164039
"1000140407","40407","cust-40407",29,"user 55","user 83","branch 29","province 3",3,"cluster 3","branch 29",3,"cluster 3","province 3","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","40407","72 ",55,83,29,"6448602.00",138,"64219.00",NULL,NULL,NULL,NULL,"6448602.00",164041
"1000144676","44676","cust-44676",46,"user 67","user 52","branch 46","province 4",5,"cluster 5","branch 46",5,"cluster 5","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","44676","97 ",67,52,46,"9950628.00",138,"89303.00",NULL,NULL,NULL,NULL,"9950628.00",164043
"1000143558","43558","cust-43558",55,"user 14","user 92","branch 55","province 4",6,"cluster 6","branch 55",6,"cluster 6","province 4","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","43558","94 ",14,92,55,"3826284.00",132,"75754.00",NULL,NULL,NULL,NULL,"3826284.00",164045
"1000149124","49124","cust-49124",10,"user 48","user 52","branch 10","province 1",1,"cluster 1","branch 10",1,"cluster 1","province 1","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","DR","49124","5  ",48,52,10,"3042348.00",138,"62472.00",NULL,NULL,NULL,NULL,"-3042348.00",164047
"1000132301","32301","cust-32301",50,"user 96","user 96","branch 50","province 4",5,"cluster 5","branch 50",5,"cluster 5","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","32301","57 ",96,96,50,"7938048.00",136,"88562.00",NULL,NULL,NULL,NULL,"-7938048.00",164049
"1000130686","30686","cust-30686",27,"user 43","user 66","branch 27","province 2",3,"cluster 3","branch 27",3,"cluster 3","province 2","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","30686","82 ",43,66,27,"12554192.00",134,"72889.00",NULL,NULL,NULL,NULL,"12554192.00",164051
"100012792","2792","cust-2792",28,"user 33","user 31","branch 28","province 2",3,"cluster 3","branch 28",3,"cluster 3","province 2","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","2792","90 ",33,31,28,"13259320.00",136,"85180.00",NULL,NULL,NULL,NULL,"-13259320.00",164053
"1000128568","28568","cust-28568",8,"user 30","user 34","branch 8","province 1",1,"cluster 1","branch 8",1,"cluster 1","province 1","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","28568","75 ",30,34,8,"6847422.00",138,"89165.00",NULL,NULL,NULL,NULL,"6847422.00",164055
"1000110317","10317","cust-10317",57,"user 7","user 8","branch 57","province 5",6,"cluster 6","branch 57",6,"cluster 6","province 5","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","10317","100",7,8,57,"11963028.00",132,"68795.00",NULL,NULL,NULL,NULL,"-11963028.00",164057
"1000141307","41307","cust-41307",45,"user 87","user 83","branch 45","province 4",5,"cluster 5","branch 45",5,"cluster 5","province 4","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","41307","61 ",87,83,45,"7312856.00",136,"84785.00",NULL,NULL,NULL,NULL,"7312856.00",164059
"1000146003","46003","cust-46003",57,"user 35","user 89","branch 57","province 5",6,"cluster 6","branch 57",6,"cluster 6","province 5","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","46003","64 ",35,89,57,"4845870.00",138,"61153.00",NULL,NULL,NULL,NULL,"4845870.00",164061
"1000118037","18037","cust-18037",10,"user 39","user 32","branch 10","province 1",1,"cluster 1","branch 10",1,"cluster 1","province 1","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","18037","28 ",39,32,10,"10044744.00",138,"62983.00",NULL,NULL,NULL,NULL,"-10044744.00",164063
"1000144965","44965","cust-44965",57,"user 70","user 3","branch 57","province 5",6,"cluster 6","branch 57",6,"cluster 6","province 5","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","44965","47 ",70,3,57,"11601586.00",134,"74130.00",NULL,NULL,NULL,NULL,"11601586.00",164065
"1000146250","46250","cust-46250",4,"user 75","user 26","branch 4","province 1",1,"cluster 1","branch 4",1,"cluster 1","province 1","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","46250","79 ",75,26,4,"3898914.00",138,"60570.00",NULL,NULL,NULL,NULL,"3898914.00",164067
"1000135453","35453","cust-35453",9,"user 55","user 54","branch 9","province 1",1,"cluster 1","branch 9",1,"cluster 1","province 1","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","35453","57 ",55,54,9,"9641312.00",136,"58488.00",NULL,NULL,NULL,NULL,"-9641312.00",164069
"1000138646","38646","cust-38646",1,"user 26","user 44","branch 1","province 1",1,"cluster 1","branch 1",1,"cluster 1","province 1","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","38646","87 ",26,44,1,"1875168.00",136,"78661.00",NULL,NULL,NULL,NULL,"1875168.00",164002
"1000141592","41592","cust-41592",21,"user 66","user 71","branch 21","province 2",3,"cluster 3","branch 21",3,"cluster 3","province 2","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","DR","41592","73 ",66,71,21,"4661264.00",136,"60017.00",NULL,NULL,NULL,NULL,"-4661264.00",164003
"1000128091","28091","cust-28091",43,"user 60","user 57","branch 43","province 4",5,"cluster 5","branch 43",5,"cluster 5","province 4","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","28091","65 ",60,57,43,"3931740.00",135,"80076.00",NULL,NULL,NULL,NULL,"3931740.00",164004
"1000118418","18418","cust-18418",29,"user 50","user 57","branch 29","province 3",3,"cluster 3","branch 29",3,"cluster 3","province 3","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","18418","31 ",50,57,29,"6134928.00",138,"81672.00",NULL,NULL,NULL,NULL,"6134928.00",164006
"100012102","2102","cust-2102",27,"user 78","user 49","branch 27","province 2",3,"cluster 3","branch 27",3,"cluster 3","province 2","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","2102","91 ",78,49,27,"12534345.00",135,"81796.00",NULL,NULL,NULL,NULL,"12534345.00",164007
"1000132108","32108","cust-32108",53,"user 98","user 25","branch 53","province 4",6,"cluster 6","branch 53",6,"cluster 6","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","32108","76 ",98,25,53,"11972624.00",136,"65095.00",NULL,NULL,NULL,NULL,"11972624.00",164009
"100018834","8834","cust-8834",21,"user 54","user 27","branch 21","province 2",3,"cluster 3","branch 21",3,"cluster 3","province 2","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","8834","58 ",54,27,21,"8222832.00",136,"70487.00",NULL,NULL,NULL,NULL,"8222832.00",164010
"1000130084","30084","cust-30084",5,"user 51","user 93","branch 5","province 1",1,"cluster 1","branch 5",1,"cluster 1","province 1","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","30084","22 ",51,93,5,"7102600.00",136,"61797.00",NULL,NULL,NULL,NULL,"7102600.00",164011
"1000116819","16819","cust-16819",21,"user 53","user 3","branch 21","province 2",3,"cluster 3","branch 21",3,"cluster 3","province 2","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","16819","73 ",53,3,21,"3955080.00",138,"80689.00",NULL,NULL,NULL,NULL,"3955080.00",164013
"1000132663","32663","cust-32663",42,"user 27","user 42","branch 42","province 3",5,"cluster 5","branch 42",5,"cluster 5","province 3","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","32663","21 ",27,42,42,"8787100.00",140,"97094.00",NULL,NULL,NULL,NULL,"8787100.00",164014
"1000132405","32405","cust-32405",60,"user 52","user 100","branch 60","province 5",6,"cluster 6","branch 60",6,"cluster 6","province 5","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","32405","58 ",52,100,60,"7786816.00",136,"99152.00",NULL,NULL,NULL,NULL,"-7786816.00",164015
"1000135334","35334","cust-35334",48,"user 37","user 43","branch 48","province 4",5,"cluster 5","branch 48",5,"cluster 5","province 4","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","35334","55 ",37,43,48,"4630664.00",136,"58088.00",NULL,NULL,NULL,NULL,"-4630664.00",164016
"1000113027","13027","cust-13027",51,"user 65","user 99","branch 51","province 4",6,"cluster 6","branch 51",6,"cluster 6","province 4","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","13027","76 ",65,99,51,"4505000.00",136,"50592.00",NULL,NULL,NULL,NULL,"4505000.00",164017
"1000144223","44223","cust-44223",6,"user 85","user 93","branch 6","province 1",1,"cluster 1","branch 6",1,"cluster 1","province 1","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","44223","83 ",85,93,6,"7097980.00",134,"69747.00",NULL,NULL,NULL,NULL,"-7097980.00",164019
"1000128684","28684","cust-28684",42,"user 51","user 26","branch 42","province 3",5,"cluster 5","branch 42",5,"cluster 5","province 3","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","28684","1  ",51,26,42,"5923368.00",132,"92688.00",NULL,NULL,NULL,NULL,"-5923368.00",164020
"1000110884","10884","cust-10884",27,"user 10","user 52","branch 27","province 2",3,"cluster 3","branch 27",3,"cluster 3","province 2","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","10884","84 ",10,52,27,"10717.00",1,"97625.00","ram store","movies","movies","mobile","10717.00",164021
"1000147047","47047","cust-47047",5,"user 59","user 43","branch 5","province 1",1,"cluster 1","branch 5",1,"cluster 1","province 1","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","DR","47047","71 ",59,43,5,"6320820.00",132,"61919.00",NULL,NULL,NULL,NULL,"-6320820.00",164022
"100014711","4711","cust-4711",9,"user 18","user 56","branch 9","province 1",1,"cluster 1","branch 9",1,"cluster 1","province 1","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","4711","46 ",18,56,9,"2622138.00",138,"93473.00",NULL,NULL,NULL,NULL,"-2622138.00",164023
"1000115316","15316","cust-15316",8,"user 100","user 30","branch 8","province 1",1,"cluster 1","branch 8",1,"cluster 1","province 1","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","15316","79 ",100,30,8,"2090760.00",140,"71490.00",NULL,NULL,NULL,NULL,"2090760.00",164025
"1000118492","18492","cust-18492",59,"user 65","user 94","branch 59","province 5",6,"cluster 6","branch 59",6,"cluster 6","province 5","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","18492","85 ",65,94,59,"10328748.00",138,"79933.00",NULL,NULL,NULL,NULL,"10328748.00",164026
"100013960","3960","cust-3960",44,"user 94","user 1","branch 44","province 4",5,"cluster 5","branch 44",5,"cluster 5","province 4","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","3960","94 ",94,1,44,"2165220.00",138,"59527.00",NULL,NULL,NULL,NULL,"2165220.00",164028
"1000138360","38360","cust-38360",54,"user 31","user 20","branch 54","province 4",6,"cluster 6","branch 54",6,"cluster 6","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","38360","94 ",31,20,54,"1704078.00",134,"71933.00",NULL,NULL,NULL,NULL,"1704078.00",164030
"1000117645","17645","cust-17645",48,"user 95","user 17","branch 48","province 4",5,"cluster 5","branch 48",5,"cluster 5","province 4","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","17645","51 ",95,17,48,"8094240.00",140,"91654.00",NULL,NULL,NULL,NULL,"8094240.00",164032
"1000123503","23503","cust-23503",7,"user 27","user 78","branch 7","province 1",1,"cluster 1","branch 7",1,"cluster 1","province 1","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","23503","17 ",27,78,7,"11513080.00",136,"89235.00",NULL,NULL,NULL,NULL,"11513080.00",164034
"1000137116","37116","cust-37116",5,"user 52","user 100","branch 5","province 1",1,"cluster 1","branch 5",1,"cluster 1","province 1","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","37116","70 ",52,100,5,"2582716.00",134,"56751.00",NULL,NULL,NULL,NULL,"2582716.00",164036
"100019390","9390","cust-9390",52,"user 59","user 24","branch 52","province 4",6,"cluster 6","branch 52",6,"cluster 6","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","9390","71 ",59,24,52,"6139770.00",130,"83831.00",NULL,NULL,NULL,NULL,"6139770.00",164038
"1000130105","30105","cust-30105",45,"user 16","user 91","branch 45","province 4",5,"cluster 5","branch 45",5,"cluster 5","province 4","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","30105","58 ",16,91,45,"3164176.00",136,"91953.00",NULL,NULL,NULL,NULL,"3164176.00",164040
"1000114261","14261","cust-14261",30,"user 22","user 40","branch 30","province 3",3,"cluster 3","branch 30",3,"cluster 3","province 3","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","14261","48 ",22,40,30,"2129126.00",134,"91516.00",NULL,NULL,NULL,NULL,"-2129126.00",164042
"1000128516","28516","cust-28516",3,"user 95","user 29","branch 3","province 1",1,"cluster 1","branch 3",1,"cluster 1","province 1","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","28516","8  ",95,29,3,"6915348.00",132,"65777.00",NULL,NULL,NULL,NULL,"6915348.00",164044
"1000112992","12992","cust-12992",46,"user 37","user 99","branch 46","province 4",5,"cluster 5","branch 46",5,"cluster 5","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","12992","56 ",37,99,46,"3092776.00",136,"63751.00",NULL,NULL,NULL,NULL,"-3092776.00",164046
"10001411","411","cust-411",24,"user 69","user 48","branch 24","province 2",3,"cluster 3","branch 24",3,"cluster 3","province 2","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","411","37 ",69,48,24,"7902144.00",136,"81170.00",NULL,NULL,NULL,NULL,"-7902144.00",164048
"1000114586","14586","cust-14586",47,"user 65","user 69","branch 47","province 4",5,"cluster 5","branch 47",5,"cluster 5","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","CR","14586","11 ",65,69,47,"8249216.00",136,"73068.00",NULL,NULL,NULL,NULL,"8249216.00",164050
"1000121837","21837","cust-21837",24,"user 63","user 67","branch 24","province 2",3,"cluster 3","branch 24",3,"cluster 3","province 2","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","21837","99 ",63,67,24,"9333636.00",134,"94605.00",NULL,NULL,NULL,NULL,"-9333636.00",164052
"1000125479","25479","cust-25479",60,"user 7","user 30","branch 60","province 5",6,"cluster 6","branch 60",6,"cluster 6","province 5","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","CR","25479","95 ",7,30,60,"13070360.00",134,"99667.00",NULL,NULL,NULL,NULL,"13070360.00",164054
"1000118193","18193","cust-18193",9,"user 2","user 11","branch 9","province 1",1,"cluster 1","branch 9",1,"cluster 1","province 1","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","CR","18193","52 ",2,11,9,"32159.00",1,"76617.00","ram store","movies","movies","mobile","32159.00",164056
"1000120017","20017","cust-20017",25,"user 94","user 76","branch 25","province 2",3,"cluster 3","branch 25",3,"cluster 3","province 2","2021-07-01",2021,"Q3","07","2021-Q3   ","2021-07   ","2021-07-01","2021-07-31","2021-07-01","2021-09-30","2021-01-01","2021-12-31","2021-07-01","J ","DR","20017","99 ",94,76,25,"4536888.00",138,"71211.00",NULL,NULL,NULL,NULL,"-4536888.00",164058
"1000115204","15204","cust-15204",45,"user 40","user 4","branch 45","province 4",5,"cluster 5","branch 45",5,"cluster 5","province 4","2021-02-18",2021,"Q1","02","2021-Q1   ","2021-02   ","2021-02-01","2021-02-28","2021-01-01","2021-03-31","2021-01-01","2021-12-31","2021-02-18","J ","DR","15204","97 ",40,4,45,"4865914.00",142,"99991.00",NULL,NULL,NULL,NULL,"-4865914.00",164060
"100011919","1919","cust-1919",54,"user 88","user 51","branch 54","province 4",6,"cluster 6","branch 54",6,"cluster 6","province 4","2021-05-29",2021,"Q2","05","2021-Q2   ","2021-05   ","2021-05-01","2021-05-31","2021-04-01","2021-06-30","2021-01-01","2021-12-31","2021-05-29","J ","DR","1919","73 ",88,51,54,"8430420.00",138,"56590.00",NULL,NULL,NULL,NULL,"-8430420.00",164062
